geneCluster_0	geneCluster_1	geneCluster_2	geneCluster_3	geneCluster_4	geneCluster_5	geneCluster_6	geneCluster_7	geneCluster_8
Frs2	BC030867	Fam162a						
Cpm	Gm11627	Cd86						
Slc35e3	2810433D01Rik	Golgb1						
Nup107	Hexim2	Hcls1						
Mdm1	1700023F06Rik	Ndufb4						
Dyrk2	1700028N14Rik	Lrrc58						
Helb	Arhgap27os3	Gsk3b						
Irak3	Arhgap27os2	Cox17						
Msrb3	Arhgap27os1	Adprh						
Lemd3	C130046K22Rik	Arhgap31						
Rassf3	Gm8738	Zbtb20						
Xpot	Gm11652	Atp6v1a						
Ppm1h	Prr29	Naa50						
D630033A02Rik	Gm11713	Atg3						
Slc16a7	Gm11714	Retnla						
Lrig3	Cep112it	Cd47						
Atp23	Gm11696	Bbx						
Tsfm	9930022D16Rik	Alcam						
Mettl1	Arsg	Nfkbiz						
March9	Sox9	Rpl24						
Slc26a10	2610035D17Rik	Pcnp						
Arhgef25	Btbd17	Senp7						
Dtx3	Cd300c	Tfg						
Pip4k2c	Cd300ld2	Tomm70a						
Mbd6	Cd300e	Filip1l						
Gm20492	Otop3	St3gal6						
Mars	Hid1	Cldnd1						
Ndufa4l2	Gm11703	Crybg3						
Shmt2	Evpl	Pros1						
Lrp1	Rps11-ps2	4930453N24Rik						
Nab2	St6galnac1	Cggbp1						
Nemp1	Gm8624	Chmp2b						
Zbtb39	Afmid	Hspa13						
Prim1	Gm11737	Samsn1						
Rbms2	Cep295nl	Nrip1						
Spryd4	Cbx2	Gm9843						
Pan2	Ccdc40	Usp25						
Coq10a	Gm11769	D16Ertd472e						
Ankrd52	Gm11772	Atp5j						
Rnf41	Gm17586	App						
Zc3h10	Hmga1b	Usp16						
Ikzf4	Ccdc57	Cct8						
Suox	Gm28192	Bach1						
Cdk2	Sectm1b	Tiam1						
Dgka	Rab40b	Sod1						
Pym1	B3gntl1	Synj1						
Tmem198b	Gm12589	Ifnar2						
Dnajc14	Gm9616	Il10rb						
Cd63	2810429I04Rik	Ifnar1						
Itga7	Gm48838	Ifngr2						
Insr	Gm47813	Son						
Arhgef18	Akr1c14	Cryzl1						
Pex11g	Rpl29-ps2	Itsn1						
Zfp358	Gm10029	Atp5o.1						
Mcoln1	Gm48375	Mrps6						
Pnpla6	Gm48374	Smim11						
Xab2	Gm48887	Runx1						
Mcemp1	Gm48890	Morc3						
Fcor	Gm48870	Pigp						
Cd209e	Gm48869	Ttc3						
Cd209d	Gm26601	Dyrk1a						
Cd209c	Gm48889	Ets2						
Cd209f	Gm48871	Brwd1						
Cd209g	Gm48872	Hmgn1						
Evi5l	Gm47802	Scaf8						
Map2k7	Gm47826	Arid1b						
Snapc2	Gm47405	Snx9						
Ctxn1	Ryr2	Gtf2h5						
Ccl25	Gm47322	Tulp4						
Cers4	Gm5928	Ezr						
Zfp958	Edaradd	Rnaset2b						
Efnb2	Gpr137b-ps	Rnaset2a						
Lig4	Gm48682	Mpc1						
Abhd13	Gm6556	Sft2d1						
Tnfsf13b	B230303A05Rik	Qk						
Irs2	Sugct	Agpat4						
Col4a1	8430406P12Rik	Mrpl18						
Col4a2	Gm48624	Tcp1						
Cars2	Gm32699	Wtap						
Ankrd10	Vdac3-ps1	Sod2						
Arhgef7	Tcrg-V1	Phf10						
Tubgcp3	Gpr141b	Psmb1						
Atp11a	Gm47665	Chd1						
Mcf2l	Gm32036	Lnpep						
F7	Gm47657	Ppp2r1a						
Pcid2	Gm47727	Hcfc1r1						
Grtp1	Nkapl	Srrm2						
Dcun1d2	Zkscan4	Elob						
Tmco3	AK157302	Pdpk1						
Tfdp1	Gm11273	Atp6v0c						
Tmem255b	Hist1h2bl	Rnps1						
Cdc16	Hist1h2ai	Eci1						
Champ1	Hist1h3h	Pgp						
Coprs	Hist1h4j	Gfer						
Fbxo25	Hist1h2bp	Rps2						
Erich1	Hist1h4m	Ndufb10						
Cln8	Hist1h4n	Msrb1						
Arhgef10	Zfp184	Hagh						
Kbtbd11	Gm11281	Nubp2						
Mcph1	Prss16	Mrps34						
Angpt2	Hist1h2bk	BC003965						
Gm26853	Hist1h2ag	Ube2i						
Gm40466	C230035I16Rik	Stub1						
2610005L07Rik	Hist1h3g	Mrpl28						
Gm15056	Hist1h2bh	Luc7l						
Alg11	Hist1h4f	Dusp1						
Slc25a15	Hist1h2bf	Ergic1						
Mrps31	Hist1h2ad	Atp6v0e						
Smim19	Hist1h4c	Crebrf						
Slc20a2	Hist1h4b	Cuta						
Gm17491	Gm11346	Bak1						
Plat	Gm11353	Uqcc2						
Ap3m2	Gm40841	AI413582						
Ank1	Foxq1	Nudt3						
Gins4	Foxf2	Rps10						
Sfrp1	Gm48885	D17Wsu92e						
Tcim	A730091E23Rik	Snrpc						
Fgfr1	Serpinb1a	Taf11						
Letm2	Serpinb6b	Anks1						
D830025C05Rik	Gm47662	Rpl10a						
Plpp5	Serpinb9b	Srpk1						
Bag4	Serpinb1b	Mapk14						
Ash2l	4930447K03Rik	Kctd20						
Hgsnat	Gm36839	Stk38						
Pomk	Eci3	Srsf3						
Rnf170	Gm48706	Cdkn1a						
Gm45251	Tmed10-ps	BC004004						
Thap1	Gm48766	Mtch1						
Erlin2	Gm8277	Fgd2						
Adgra2	Gm47675	Pim1						
Brf2	Gm4035	Zfand3						
Rab11fip1	Gm47754	Glo1						
Rnf122	Gm46411	Abcg1						
Tti2	Cage1	Ndufv3						
Fut10	Gm31834	U2af1						
Wrn	Gm26514	Sik1						
Purg	5033403F01Rik	Brd4						
Ppp2cb	Gm31683	Akap8						
Ubxn8	5530402G07Rik	Zfp871						
Gtf2e2	Gm26877	Myo1f						
Rbpms	Gm32401	Hnrnpm						
Gm26632	Gm28707	March2						
Dusp4	Hsp25-ps1	Rab11b						
Tnks	5033430I15Rik	Rps28						
Mfhas1	Cap2	Ndufa7						
Prag1	2010001K21Rik	Daxx						
Lonrf1	Nhlrc1	Tapbp						
Dlc1	Rnf144b	Pfdn6						
AI429214	Zfp169	Rps18						
Tusc3	Gm37238	H2-K1						
Micu3	Tes3-ps	Brd2						
Vps37a	Gm48623	H2-DMa						
Pdgfrl	Cplx2	H2-DMb1						
Mtus1	Gm6344	Psmb9						
B430010I23Rik	Gm47816	Tap1						
Fat1	Fbxl21	Psmb8						
Cyp4v3	Gm48357	Tap2						
Fam149a	Gm47246	H2-Ab1						
Tlr3	Etohd2	H2-Aa						
Sorbs2	Gm48194	H2-Eb1						
Gm45457	Gm34961	H2-Ea-ps						
Pdlim3	Gm48582	Gpsm3						
Ankrd37	Gm6474	Pbx2						
Snx25	Gm3325	Stk19						
Cfap97	Zfp808	Ehmt2						
Acsl1	Gm3604	Neu1						
Primpol	Gm48690	Hspa1b						
Stox2	Gm48701	Hspa1a						
Trappc11	6720489N17Rik	Lsm2						
Rwdd4a	Gm48735	Clic1						
Ing2	Gm7049	Abhd16a						
Cdkn2aip	Gm47583	Csnk2b						
Wwc2	Gm47586	Bag6						
Tenm3	Gm16907	Prrc2a						
Aga	Gm47588	Aif1						
Vegfc	Gm47513	Lst1						
Gm45540	1810034E14Rik	Ddx39b						
Cep44	Gm47123	H2-D1						
Fbxo8	Gm5791	H2-Q4						
Gm34030	Gm4811	H2-Q7						
5033428I22Rik	Gm36445	Ier3						
Sap30	Gm47258	Flot1						
2500002B13Rik	Gm3800	Tubb5						
Galnt7	Gm5451	Ppp1r18						
Mfap3l	Gm10767	Ppp1r10						
Nek1	Gm46440	Abcf1						
Sh3rf1	Gm28557	H2-T23						
Cbr4	Zfp759	H2-T22						
Palld	Zfp455	Rpp21						
Ddx60	Zfp953	Trim26						
Tll1	Gm28041	Ppp1r11						
Cpe	Gm48899	Znrd1						
Klhl2	9430065F17Rik	H2-M3						
Tmem192	Zfp85os	Gm26917						
Naf1	Zfp493	CT010467.1						
Nat2	4930525G20Rik	Gm42418						
Csgalnact1	Gm9625	Cd2ap						
Ints10	Gm10037	Pla2g7						
Lpl	Srd5a1	Cdc5l						
Zfp930	Gm10263	Nfkbie						
D130040H23Rik	Tert	Hsp90ab1						
Gm10033	Gm8062	Mrpl14						
Zfp868	Cep72	Vegfa						
Zfp869	Ahrr	Mrps18a						
Zfp866	Gm47467	Gtpbp2						
Atp13a1	Gm47469	Yipf3						
Mau2	Gm4149	Mrpl2						
Sugp1	Gm8288	Mea1						
Rfxank	Gpr150	Cnpy3						
Nr2c2ap	Gm8185	2310039H08Rik						
Tmem161a	Pou5f2	Rpl7l1						
Slc25a42	Gm48254	Ubr2						
Armc6	C130051F05Rik	Ccnd3						
Sugp2	A830082K12Rik	Treml2						
Homer3	Gm5042	Trem2						
Ddx49	1700023H06Rik	Rab5a						
Comp	5430425K12Rik	Kat2b						
Crtc1	Gm8399	Sh3gl1						
Klhl26	Adgrv1	Ubxn6						
Ell	Gm17259	Mydgf						
Isyna1	Gm4936	Plin3						
Pgpep1	Gm46432	Safb2						
Rab3a	Gm8526	Safb						
Pik3r2	Gm4117	2410015M20Rik						
2010320M18Rik	Cmya5	Rpl36						
Mast3	Gm47075	Ndufa11						
Arrdc2	Gm47088	Clpp						
Map1s	Gm47155	Gtf2f1						
Haus8	Gm47210	Khsrp						
Nr2f6	Gm32089	C3						
Ushbp1	Gm9776	Gpr108						
Abhd8	Gm48349	Vav1						
Ano8	Gm48420	Adgre1						
Gtpbp3	F2rl2	Pja2						
Plvap	Sv2c	Man2a1						
Slc27a1	Gm20075	Vapa						
Jak3	Gm48138	Rab31						
B3gnt3	Gm46436	Ralbp1						
Zfp709	Gm48139	Ankrd12						
Zfp882	Gm6169	Ndufv2						
Zfp617	Gm5086	Rab12						
Zfp961	Gm26619	Tgif1						
Cyp4f18	Arhgef28	Myl12b						
Eps15l1	Gm10320	Myl12a						
1700030K09Rik	Tmem171	Lpin2						
Cherp	Gm5453	Emilin2						
Slc35e1	6430562O15Rik	Smchd1						
Gm17435	5330431K02Rik	Wdr43						
Med26	Gm26559	Ypel5						
Tmem38a	Ocln	Lbh						
Large1	Marveld2	Xdh						
Hmgxb4	Taf9	Dpy30						
Tom1	Gm36638	Yipf4						
Nr3c2	Gm36638.1	Birc6						
Arhgap10	Gm6211	Fez2						
Prmt9	Gm16416	Gpatch11						
Tmem184c	Adamts6	Eif2ak2						
Ednra	Rnf180	Cebpz						
Slc10a7	3830408C21Rik	Prkd3						
Zfp827	Depdc1b	Cdc42ep3						
Mmaa	Rps3a3	Hnrnpll						
Smad1	Gm15327	Srsf7						
Anapc10	Gm15326	Sos1						
Usp38	Gm48837	Slc8a1						
Il15	Gm8795	Eml4						
Rnf150	Ccno	Cox7a2l						
Tbc1d9	Esm1	Zfp36l2						
Elmod2	BC067074	Rhoq						
Gipc1	Gm47479	Cript						
Adgrl1	Gm10734	Mcfd2						
Prkaca	Gm6035	Ttc7						
Samd1	Rpl34-ps2	Calm2						
Rfx1	Isl1	Fbxo11						
Dcaf15	Gm6421	Foxn2						
Cc2d1a	3110070M22Rik	Ppp1r21						
Zswim4	Tmem267	Eif2s3y						
Mri1	Gm20900	Ddx3y						
Ccdc130	Gm26520	Crem						
Nacc1	Pomc	Map3k8						
Trmt1	Efr3b	Svil						
Nfix	Gm17541	Kif5b						
G430095P16Rik	Fam228b	Epc1						
Dand5	Klhl29	Rab18						
Syce2	2810032G03Rik	Mpp7						
Gcdh	Gm5652	Wac						
Rnaseh2a	Gm48619	Ccny						
Hook2	5033421B08Rik	Thoc1						
Tnpo2	Slc7a15	Usp14						
Fbxw9	Gm5182	Rock1						
Dhps	Gm4928	Snrpd1						
Wdr83	Kcns3	Mib1						
Orc6	Gm48088	Rbbp8						
4921524J17Rik	Rpl36-ps3	Riok3						
Phkb	Mycn	Npc1						
Siah1a	Fam84a	Impact						
Cnep1r1	Gm10054	Ss18						
Heatr3	Gm22748	B4galt6						
Tent4b	Gm49326	Trappc8						
Nkd1	Gm49329	Rnf138						
Nod2	Gm49331	Mapre2						
Aktip	Gm49327	Zfp24						
Rpgrip1l	Bnip3l-ps	Galnt1						
Mmp2	5730507C01Rik	Rpl29-ps5						
Lpcat2	Gm5953	Wdr33						
Ces1d	Gm46339	Iws1						
Gnao1	Gm5784	Map3k2						
Ogfod1	1700030C10Rik	Bin1						
Bbs2	1700030C10Rik.1	Apc						
Mt3	Zfp125	Srp19						
Mt2	Gm10478	Reep5						
Nup93	Gm30124	Fam13b						
Nlrc5	Gm49586	Brd8						
Arl2bp	Gm4419	Egr1						
Ccl22	Gm19196	Etf1						
Cx3cl1	Gm4425	Hspa9						
Ccl17	2410018L13Rik	Ctnna1						
Coq9	Gm38699	Matr3						
Ccdc102a	9030624G23Rik	Paip2						
Adgrg5	Gm16372	Tmem173						
Adgrg1	Grhl1	Ube2d2a						
Adgrg3	Gm6969	Pura						
Katnb1	Gm36287	Pfdn1						
Kifc3	Gm48904	Hbegf						
Zfp319	Fam110c	Ankhd1						
Usb1	Gm32899	Sra1						
Setd6	Gpr22	Slc35a4						
Slc38a7	Gm18029	Cd14						
Cdh11	Gdap10	Ndufa2						
Cdh5	4933406C10Rik	Ik						
Tk2	Gm9370	Hars						
Cklf	Gm47357	Zmat2						
Cmtm4	Gm10933	Taf7						
Pdp2	Gm48137	Diaph1						
Rrad	Gm48236	Rnf14						
Gm22063	Gm34047	Gnpda1						
D230025D16Rik	9130015A21Rik	Ndfip1						
B3gnt9	Agr2	Nr3c1						
Tradd	Gm48369	Yipf5						
Fbxl8	D630036H23Rik	Lars						
Nol3	Gm7252	Rbm27						
Fhod1	Dgkb	Tcerg1						
Zdhhc1	AC134468.1	Eif3j2						
Ripor1	Scin	Dcp2						
Gm5914	Gm17024	Fem1c						
Acd	Gm7008	Tmed7						
Pard6a	Gm47036	Eif1a						
Enkd1	Gm15902	Atg12						
Gfod2	Gm7422	Ap3s1						
Ranbp10	Gm33869	Dmxl1						
Cenpt	Prkd1	Tnfaip8						
Thap11	Gm26517	Hsd17b4						
Edc4	Gpr33	Snx2						
Pskh1	Npas3	Csnk1g3						
Slc12a4	Gm6218	Phax						
Dpep2	Rpl31-ps17	Lmnb1						
Dus2	Gm24305	Prrc1						
Ddx28	Srp54b	Isoc1						
Slc7a6	Srp54c	Iigp1						
Slc7a6os	Gm49376	Dctn4						
Prmt7	1110008L16Rik	Rbm22						
Zfp90	Rpl18a-ps1	Ndst1						
Tango6	Gm48655	Rps14						
Chtf8	Gm9812	Cd74						
Utp4	Cox6c2	Tcof1						
Cog8	Nkx2-9	Csf1r						
Terf2	Gm5786	Slc26a2						
Nqo1	Gm48417	Csnk1a1						
Nob1	Gm6395	Adrb2						
Wwp2	Lrr1	Napg						
Zfhx3	Gm9887	Txnl1						
Gm38042	5830428M24Rik	Nars						
Dhodh	Gm6316	Malt1						
Zfp821	Gm19221	Sec11c						
Atxn1l	Gpr135	Lman1						
Phlpp2	Lrrc9	Pmaip1						
Zfp612	Six4	Chmp1b						
Cmtr2	Gm48653	Tubb6						
Vac14	1700086L19Rik	Ptpn2						
Mtss1l	Gm34552	Seh1l						
Cog4	Gm47690	Tcf4						
Fuk	Gm47689	Mbd2						
St3gal2	Gm7862	Smad4						
Ddx19a	Akap5	Me2						
Ddx19b	A430103D13Rik	Acaa2						
Pdpr	4930426I24Rik	Rpl17						
Rfwd3	Gm10451	BC031181						
Mlkl	Gm47218	Smad2						
Wdr59	9530018F02Rik	Ier3ip1						
Znrf1	Gm48225	Atp5a1						
Zfp1	Gm48231	Rbfa						
Bcar1	Gm48230	Gm16286						
Tmem170	Plek2	Txnl4a						
Tmem231	Rdh12	Nfatc1						
Adat1	Gm36660	Mbp						
Terf2ip	1300014J16Rik	Tshz1						
Mon1b	Plekhd1	Cndp2						
Nudt7	Gm26545	Cyb5a						
Wwox	Gm20337	Socs6						
Gm15655	Slc10a1	Tmx3						
Cdyl2	Smoc1	Mrpl21						
Cmc2	Gm20498	Cpt1a						
Atmin	Gm4787	Ppp6r3						
Gcsh	Adam4	Kmt5b						
Gan	Gm49654	Chka						
Sdr42e1	Map3k9	Tcirg1						
Mphosph6	Gm29361	Ndufs8						
Cdh13	Papln	Unc93b1						
Mlycd	Gm19327	Ndufv1						
Osgin1	Gm5436	Cdk2ap2						
Hsdl1	Gm47484	Aip						
Taf1c	Fam161b	Tmem134						
Kcng4	Bbof1	Ppp1ca						
Wfdc1	Ltbp2	Pold4						
Tldc1	Prox2	Grk2						
Klhl36	Zc2hc1c	Kdm2a						
Usp10	Gm47820	Dpp3						
Crispld2	Gm47817	Mrpl11						
Zdhhc7	Flvcr2	Yif1a						
A130014A01Rik	Gm48008	Rab1b						
6430548M08Rik	Vash1	Sf3b2						
Gse1	Angel1	Banf1						
Mthfsd	Gm10095	Eif1ad						
Foxc2	Gm26698	Sart1						
Fbxo31	Ngb	Drap1						
Zcchc14	Gm6566	AI837181						
Klhdc4	Samd15	Fibp						
Slc7a5	Noxred1	Cfl1						
Banp	Gm26764	Rnaseh2c						
Zfp469	Gm8557	Rela						
Zfpm1	Dio2	Sipa1						
Mvd	Rpl31-ps1	Ehbp1l1						
Ctu2	Flrt2	Scyl1						
Piezo1	Gm48014	Malat1						
Cdt1	Gm48015	Neat1						
Galns	Gm6863	Dpf2						
Acsf3	Gm47439	Capn1						
2810013P06Rik	Gm47567	Fau						
Spg7	9430031K09Rik	Batf2						
Dpep1	D230049E03Rik	Ehd1						
Cdk10	Gm48062	Sf1						
Spata2l	Gm20682	Ccdc88b						
Vps9d1	Gm47139	Prdx5						
Zfp276	Gm47138	Trmt112						
Fanca	1700064M15Rik	Bad						
Def8	Gm47196	Ppp1r14b						
Gas8	Efcab11	Fkbp2						
4732419C18Rik	Gm48296	Vegfb						
Rab4a	Gm48382	Fermt3						
Nup133	Gm48381	Stip1						
Abcb10	Gm49703	Otub1						
Taf5l	Gm48586	Cox8a						
Urb2	Gm48585	Mark2						
Galnt2	Gm48771	Rtn3						
Cog2	D130020L05Rik	Atl3						
2310022B05Rik	Gm20069	Pla2g16						
Ttc13	Moap1	Slc3a2						
Arv1	Gon7	Snhg1						
Gnpat	Gm47166	Stx5a						
Exoc8	Gm7143	Nxf1						
Sprtn	Gm47201	Tmem223						
Disc1	Gm15523	Tmem179b						
Sipa1l2	Otub2	Polr2g						
Coa6	Gm47260	Hnrnpul2						
Tarbp1	Ppp4r4	Bscl2						
Gm26759	Serpina3i	Ubxn1						
Gm31718	Serpina3m	Uqcc3						
Rbm34	Snhg10	Ganab						
Pard3	Bdkrb1	B3gat3						
2610044O15Rik8	Gm46378	Mta2						
Flnb	Gm34220	Eef1g						
Abhd6	Slc25a47	Ahnak						
Rpp14	Wdr25	Fth1						
Kctd6	Begain	Rab3il1						
Ptprg	Rian	Tmem258						
Atxn7	Gm37899	Sdhaf2						
Il3ra	B830012L14Rik	Cpsf7						
Oxsm	Mirg	Ddb1						
Ngly1	Gm3379	Slc15a3						
Thrb	Gm6988	Tmem109						
Nr1d2	Gm19605	Prpf19						
Nkiras1	B930059L03Rik	Ccdc86						
Ube2e2	Mok	AW112010						
Nid2	Gm26912	Ms4a7						
Saysd1	Mpc1-ps	Ms4a4a						
Nudt13	Rps19-ps6	Ms4a4c						
Ecd	Gm48286	Ms4a6c						
Fam149b	Xrcc3	Ms4a6b						
Dnajc9	Gm19195	Ms4a6d						
Usp54	5033406O09Rik	Mrpl16						
2810402E24Rik	Tmem179	Osbp						
6230400D17Rik	Gm30238	Mpeg1						
Fut11	Ahnak2	Fam111a						
Zswim8	Gm9517	Zfp91						
Ndst2	Vipr2	Lpxn						
Plau	Gm48620	Tle4						
Vcl	Ptprn2	Gnaq						
Adk	Gm17807	Vps13a						
Kat6b	Cdca7l	Prune2						
Samd8	Gm6768	Rfk						
Comtd1	BC037032	Ostf1						
Zfp503	C6	Anxa1						
Lrmda	Gm16374	Zfand5						
Kcnma1	Gm10250	Gda						
Dlg5	Gm46496	1110059E24Rik						
Polr3a	5430437J10Rik	Abhd17b						
Ppif	Gm2245	Cemip2						
Plac9b	Gm7666	Dock8						
Pde12	Gm49207	Smarca2						
Il17rd	Rpl19-ps6	Pum3						
Arhgef3	Capsl	Cdc37l1						
Ccdc66	Spef2	Ak3						
Wnt5a	Prlr	Jak2						
Actr8	Gm8174	Plgrkt						
Cacna1d	Gm6533	Cd274						
Gm47570	Gm5468	Pdcd1lg2						
Dcp1a	Gm48996	Ric1						
Rft1	Gm49265	Uhrf2						
Sfmbt1	Gm6330	Sgms1						
Tmem110	Gm49266	Atad1						
Mustn1	B230362B09Rik	Pten						
Nek4	Gm20555	Lipa						
Glt8d1	Ankrd33b	Ifit2						
Nt5dc2	Ropn1l	Ifit1						
Sema3g	Gm49215	Pcgf5						
Phf7	Tspyl5	Tnks2						
Bap1	9930017N22Rik	Btaf1						
Capn7	D730044K07Rik	March5						
Sh3bp5	Nipal2	Ide						
Mettl6	Gm48960	Hhex						
Eaf1	Gm48966	Myof						
Hacl1	Gm7968	Entpd1						
Btd	9130002K18Rik	Blnk						
Galnt15	Gm48961	Tm9sf3						
Oxnad1	Spag1	Pik3ap1						
Timm23	Gm34590	Pgam1						
Parg	Gm49311	Pi4k2a						
Ercc6	Gm49085	Got1						
Tmem273	Gm41307	Chuk						
Vstm4	G930009F23Rik	Bloc1s2						
Wdfy4	Gm49077	Ndufb8						
Arhgap22	Rims2	Slf2						
Mapk8	Dcstamp	Mrpl43						
Gdf10	Dpys	Npm3						
Shld2	AU022793	Mgea5						
Sncg	Gm49525	Ldb1						
Mmrn2	Gm49526	Nolc1						
Bmpr1a	Gm49524	Gbf1						
Ccser2	Pkhd1l1	Nfkb2						
Tspan14	Sybu	Cuedc2						
Fam213a	Aard	Actr1a						
Ear2	Gm2387	Trim8						
Ptger2	Gm10020	Arl3						
Txndc16	Gm9920	Borcs7						
Styx	Col14a1	Usmg5						
Gnpnat1	Has2os	Pdcd11						
Fermt2	Fam83a	Slk						
9630050E16Rik	Gm29394	Sfr1						
Bmp4	Gm20712	Gsto1						
Cgrrf1	4930544F09Rik	Add3						
Samd4	Gm7691	Mxi1						
Wdhd1	Gm20150	Smndc1						
Fbxo34	Gm19510	Dusp5						
Atg14	Gm2682	Smc3						
Peli2	Fam84b	Pdcd4						
Tmem260	9930014A18Rik	Bbip1						
Ap5m1	Tsg101-ps	Shoc2						
Naa30	Kcnq3	Acsl5						
Armh4	Tg	Tcf7l2						
Ttc5	Gm37320	Ccdc186						
Gm26782	Gm37296	Pdzd8						
Klhl33	Gm49066	Rab11fip2						
Apex1	Gm10362	Fam204a						
Ang	Dennd3	Eif3a						
Rnase6	Arc	Prdx3						
Mettl17	Jrk	Zfp950						
Arhgef40	Slurp1	Csf2ra						
Zfp219	Gm8000	mt-Rnr1						
Rpgrip1	Gm28068	mt-Rnr2						
Rab2b	Ly6g	mt-Nd1						
Mettl3	Ly6h	mt-Nd2						
Sall2	2810039B14Rik	mt-Co1						
Abhd4	Tigd5	mt-Co2						
Gm43305	Fam83h	mt-Atp8						
Oxa1l	Eppk1	mt-Atp6						
Slc7a7	Mirt2	mt-Co3						
Prmt5	Smpd5	mt-Nd3						
Haus4	Rps6-ps1	mt-Nd4						
Cebpe	Scx	mt-Nd5						
Homez	Scrt1	mt-Cytb						
Bcl2l2	Gm49413	Vamp7						
Slc22a17	Slc39a4	AC149090.1						
Efs	Kifc2							
Zfhx2	Gpt							
Ap1g2	Recql4							
Dhrs4	Commd5							
Pck2	Zfp647							
Dcaf11	Apol7a							
Emc9	Apol9a							
Rnf31	Apol7c							
Ipo4	Apol9b							
Tm9sf1	Gm22107							
Mdp1	Lgals2							
Gmpr2	Pdxp							
Tinf2	Fam227a							
Tgm1	Gm16576							
Rabggta	D730005E14Rik							
Nop9	Gm49553							
Adcy4	A430088P11Rik							
Ripk3	Gm6612							
Nfatc4	Gm17025							
Nynrin	Gm5218							
Khnyn	1110025M09Rik							
Sdr39u1	Gm8444							
Cenpj	Gm5805							
Parp4	Gm49502							
Gm16973	Shisa8							
Pspc1	Tnfrsf13c							
2410022M11Rik	Pheta2							
Zmym2	Gm20324							
Cryl1	Gm49463							
Ift88	1700001L05Rik							
Il17d	Shisal1							
Eef1akmt1	Rtl6							
Xpo4	Arhgap8							
Rcbtb1	Phf21b							
Phf11a	Gm29666							
Setdb2	Gm49539							
Cdadc1	Lncppara							
Atp8a2	Celsr1							
Gm49336	A930001M01Rik							
Spata13	1810021B22Rik							
C1qtnf9	Mapk11							
Mipep	Dennd6b							
Tnfrsf19	Gm26798							
Sacs	Odf3b							
Arl11	C230037L18Rik							
Ebpl	Rpl31-ps8							
Spryd7	Tcea1-ps1							
Trim13	Cntn1							
Gm37420	A130051J06Rik							
Rnaseh2b	Gm32885							
Ints6	Amigo2							
Fdft1	Gm4383							
Mtmr9	Ccdc184							
Pinx1	9330020H09Rik							
Sox7	Ccdc65							
Msra	5730414N17Rik							
Hmbox1	Prph							
Ints9	Kcnh3							
Extl3	1700120C14Rik							
Zfp395	Gpd1							
Elp3	Gm4468							
Scara3	Gm49494							
Ptk2b	2310068J16Rik							
Adra1a	5330439K02Rik							
Kctd9	Csrnp2							
Dock5	Gm49492							
Slc25a37	C330013E15Rik							
Loxl2	I730030J21Rik							
R3hcc1	Slc4a8							
Chmp7	A330009N23Rik							
Tnfrsf10b	6030408B16Rik							
Rhobtb2	Gm49499							
Egr3	Krt7							
Bin3	Krt86							
Ccar2	Krt83							
Pdlim2	Krt8							
Sorbs3	Krt18							
Slc39a14	Rpl39-ps							
Piwil2	Gtsf1							
Polr3d	Zfp174							
Bmp1	Gm37186							
Reep4	Srl							
Hr	Gm15859							
Nudt18	Gm16861							
Fam160b2	4930451G09Rik							
Dmtn	Smim22							
Xpo7	Ppl							
Med4	Rbfox1							
Htr2a	Gm10247							
Lrch1	Rpl39l							
Rubcnl	Tnp2							
Cog3	Gm10343							
Slc25a30	Gm4262							
Nufip1	Gm24145							
Tsc22d1	2610020C07Rik							
Serp2	Mpv17l							
Ccdc122	Efcab1							
Enox1	Gm49538							
Dgkh	Pkp2							
Vwa8	Gm5481							
Rgcc	Vpreb1							
Naa16	1700056N10Rik							
Mtrf1	Ypel1							
Kbtbd7	2610318N02Rik							
Tdrd3	Gm6440							
Dach1	Aifm3							
Rpl36a-ps1	Gm49785							
Mzt1	Lrrc74b							
Bora	P2rx6							
Dis3	Slc7a4							
Pibf1	Ccdc74a							
Klf12	Rpl26-ps4							
Tbc1d4	Gm49683							
Lmo7	AA914427							
Acod1	Prodh							
Slain1	Gnb1l							
Rnf219	Sept5							
Gm17066	Gm15799							
Gm10076	Map6d1							
Spry2	Gm15760							
Tpm3-rs7	Camk2n2							
Mir17hg	Clcn2							
Gpc6	Map3k13							
Tgds	Liph							
Gpr180	Ndufa11b							
Abcc4	Fetub							
Dzip1	Kng2							
Uggt2	Gm8130							
Ipo5	6330408M09Rik							
Farp1	B630019A10Rik							
B930095G15Rik	BC106179							
Dock9	AC169509.1							
Ubac2	Morf4l1-ps1							
Clybl	A230028O05Rik							
Pcca	Cldn1							
Ggact	Gm8253							
Tmtc4	Hrasls							
Alkbh8	Tmem44							
Gucy1a2	Gm49756							
Aasdhppt	Gm46565							
Kbtbd3	Gm41442							
Casp12	Gm49767							
Pdgfd	Gm49705							
Dync2h1	Gm15696							
Mmp13	Gm49733							
Mmp12	Hmgb1-ps6							
Mmp3	Bex6							
Mmp8	Gm34680							
Yap1	Gm6611							
Arhgap42	Iqcg							
Jrkl	Lmln							
Maml2	1700007L15Rik							
Gm47087	Slc12a8							
Phxr4	Gm49706							
Mtmr2	Pdia5							
Cep57	Gm5963							
Amotl1	Gm10237							
Fut4	Wdr5b							
Mre11a	Stfa2l1							
Panx1	Gm5483							
Med17	2010005H15Rik							
4931406C07Rik	Stfa1							
Cep295	Ildr1							
Smco4	Eaf2							
